id,description,en
event.tennis-club-membership.action.form.section.idType.refugeeNumber.label,Option for selecting Refugee Number as the ID type,Refugee Number
event.tennis-club-membership.action.form.section.idTypeOther.label,Field for entering ID type if Other is selected,Other ID Type (if applicable)
event.tennis-club-membership.action.form.section.lastName.label,This is the label for the last name field,Last Name
event.tennis-club-membership.action.form.section.passportDetails.label,Field for entering Passport details,Passport Details
event.tennis-club-membership.action.form.section.refugeeNumberDetails.label,Field for entering Refugee Number details,Refugee Number Details
event.tennis-club-membership.action.form.section.relationshipToMember.label,This is the label for the relationship to member field,Relationship to Member
event.tennis-club-membership.action.form.section.signedAffidavit.label,This is the label for uploading a signed affidavit,Signed Affidavit (Optional)
event.tennis-club-membership.action.register.label,This is shown as the action name anywhere the user can trigger the action from,Send for processing
event.tennis-club-membership.action.requestCorrection.form.section.corrector,This is the title of the section,Correction requester
event.tennis-club-membership.action.requestCorrection.form.section.verify,This is the title of the section,Verify their identity
event.tennis-club-membership.action.requestCorrection.label,This is shown as the action name anywhere the user can trigger the action from,Request correction
event.tennis-club-membership.action.validate.label,This is shown as the action name anywhere the user can trigger the action from,Validate
event.tennis-club-membership.label,This is what this event is referred as in the system,Tennis club membership application
event.tennis-club-membership.search.applicants,Applicant details search field section title,Applicant's details
event.tennis-club-membership.search.recommender,Recommender details search field section title,Recommender's details
event.tennis-club-membership.summary.field.applicant.firstname.empty,Shown when the applicant's first name is missing in summary,Applicant's first name missing
event.tennis-club-membership.summary.field.applicant.firstname.label,Label for the applicant's first name field,Applicant's First Name
event.tennis-club-membership.summary.field.recommender.firstname.empty,Shown when the recommender first name is missing in summary,Recommender's first name missing
event.tennis-club-membership.summary.field.recommender.firstname.label,Label for the recommender's first name field,Recommender's First Name
event.tennis-club-membership.summary.field.recommender.id.empty,Shown when the recommender id is missing in summary,Recommender's id missing
event.tennis-club-membership.summary.field.recommender.id.label,Label for the recommender's ID field,Recommender's ID
events.history.status,Events status history,"{status, select, Requested {Waiting for external validation} other {{action, select, CREATE {Declaration started} NOTIFY {Sent incomplete} VALIDATE {Sent for approval} DRAFT {Draft} DECLARE {Sent for review} REGISTER {Registered} PRINT_CERTIFICATE {Certified} REJECT {Rejected} ARCHIVE {Archived} DUPLICATE_DETECTED {Flagged as potential duplicate} MARKED_AS_DUPLICATE {Marked as a duplicate} MARK_AS_NOT_DUPLICATE {Marked not a duplicate} CORRECTED {Record corrected} REQUEST_CORRECTION {Correction requested} APPROVE_CORRECTION {Correction approved} REJECT_CORRECTION {Correction rejected} READ {Viewed} ASSIGN {Assigned} UNASSIGN {Unassigned} UPDATE {Updated} other {Unknown}}}}"
