code;label;terminal;underlyingCauseUse;usCreated;nonCreatedCode
Y752;Neurological devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y753;Neurological devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y758;Neurological devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y76;Obstetric and gynaecological devices associated with adverse incidents;0;0;0;
Y760;Obstetric and gynaecological devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y761;Obstetric and gynaecological devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y762;Obstetric and gynaecological devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y763;Obstetric and gynaecological devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y768;Obstetric and gynaecological devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y77;Ophthalmic devices associated with adverse incidents;0;0;0;
Y770;Ophthalmic devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y771;Ophthalmic devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y772;Ophthalmic devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y773;Ophthalmic devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y778;Ophthalmic devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y78;Radiological devices associated with adverse incidents;0;0;0;
Y780;Radiological devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y781;Radiological devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y782;Radiological devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y783;Radiological devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y788;Radiological devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y79;Orthopaedic devices associated with adverse incidents;0;0;0;
Y790;Orthopaedic devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y791;Orthopaedic devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y792;Orthopaedic devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y793;Orthopaedic devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y798;Orthopaedic devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y80;Physical medicine devices associated with adverse incidents;0;0;0;
Y800;Physical medicine devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y801;Physical medicine devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y802;Physical medicine devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y803;Physical medicine devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y808;Physical medicine devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y81;General- and plastic-surgery devices associated with adverse incidents;0;0;0;
Y810;General- and plastic-surgery devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y811;General- and plastic-surgery devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y812;General- and plastic-surgery devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y813;General- and plastic-surgery devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y818;General- and plastic-surgery devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y82;Other and unspecified medical devices associated with adverse incidents;0;0;0;
Y820;Other and unspecified medical devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y821;Other and unspecified medical devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y822;Other and unspecified medical devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y823;Other and unspecified medical devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y828;Other and unspecified medical devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y83;Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure;0;0;0;
Y830;Surgical operation with transplant of whole organ;1;1;0;
Y831;Surgical operation with implant of artificial internal device;1;1;0;
Y832;Surgical operation with anastomosis, bypass or graft;1;1;0;
Y833;Surgical operation with formation of external stoma;1;1;0;
Y834;Other reconstructive surgery;1;1;0;
Y835;Amputation of limb(s);1;1;0;
Y836;Removal of other organ (partial) (total);1;1;0;
Y838;Other surgical procedures;1;1;0;
Y839;Surgical procedure, unspecified;1;1;0;
Y84;Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure;0;0;0;
Y840;Cardiac catheterization;1;1;0;
Y841;Kidney dialysis;1;1;0;
Y842;Radiological procedure and radiotherapy;1;1;0;
Y843;Shock therapy;1;1;0;
Y844;Aspiration of fluid;1;1;0;
Y845;Insertion of gastric or duodenal sound;1;1;0;
Y846;Urinary catheterization;1;1;0;
Y847;Blood-sampling;1;1;0;
Y848;Other medical procedures;1;1;0;
Y849;Medical procedure, unspecified;1;1;0;
Y85;Sequelae of transport accidents;0;0;0;
Y850;Sequelae of motor-vehicle accident;1;1;0;
Y859;Sequelae of other and unspecified transport accidents;1;1;0;
Y86;Sequelae of other accidents;1;1;0;
Y87;Sequelae of intentional self-harm, assault and events of undetermined intent;0;0;0;
Y870;Sequelae of intentional self-harm;1;1;0;
Y871;Sequelae of assault;1;1;0;
Y872;Sequelae of events of undetermined intent;1;1;0;
Y88;Sequelae with surgical and medical care as external cause;0;0;0;
Y880;Sequelae of adverse effects caused by drugs, medicaments and biological substances in therapeutic use;1;1;0;
Y881;Sequelae of misadventures to patients during surgical and medical procedures;1;1;0;
Y882;Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use;1;1;0;
Y883;Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure;1;1;0;
Y89;Sequelae of other external causes;0;0;0;
Y890;Sequelae of legal intervention;1;1;0;
Y891;Sequelae of war operations;1;1;0;
Y899;Sequelae of unspecified external cause;1;1;0;
Y90;Evidence of alcohol involvement determined by blood alcohol level;0;0;0;
Y900;Blood alcohol level of less than 20 mg/100 ml;1;0;0;
Y901;Blood alcohol level of 20-39 mg/100 ml;1;0;0;
Y902;Blood alcohol level of 40-59 mg/100 ml;1;0;0;
Y903;Blood alcohol level of 60-79 mg/100 ml;1;0;0;
Y904;Blood alcohol level of 80-99 mg/100 ml;1;0;0;
Y905;Blood alcohol level of 100-119 mg/100 ml;1;0;0;
Y906;Blood alcohol level of 120-199 mg/100 ml;1;0;0;
Y907;Blood alcohol level of 200-239 mg/100 ml;1;0;0;
Y908;Blood alcohol level of 240 mg/100 ml or more;1;0;0;
Y909;Presence of alcohol in blood, level not specified;1;0;0;
Y91;Evidence of alcohol involvement determined by level of intoxication;0;0;0;
Y910;Mild alcohol intoxication;1;0;0;
Y911;Moderate alcohol intoxication;1;0;0;
Y912;Severe alcohol intoxication;1;0;0;
Y913;Very severe alcohol intoxication;1;0;0;
Y919;Alcohol involvement, not otherwise specified;1;0;0;
Y95;Nosocomial condition;1;0;0;
Y96;Work-related condition;1;0;0;
Y97;Environmental-pollution-related condition;1;0;0;
Y98;Lifestyle-related condition;1;0;0;
Z00;General examination and investigation of persons without complaint and reported diagnosis;0;0;0;
Z000;General medical examination;1;0;0;
Z001;Routine child health examination;1;0;0;
Z002;Examination for period of rapid growth in childhood;1;0;0;
Z003;Examination for adolescent development state;1;0;0;
Z004;General psychiatric examination, not elsewhere classified;1;0;0;
Z005;Examination of potential donor of organ and tissue;1;0;0;
Z006;Examination for normal comparison and control in clinical research programme;1;0;0;
Z008;Other general examinations;1;0;0;
Z01;Other special examinations and investigations of persons without complaint or reported diagnosis;0;0;0;
Z010;Examination of eyes and vision;1;0;0;
Z011;Examination of ears and hearing;1;0;0;
Z012;Dental examination;1;0;0;
Z013;Examination of blood pressure;1;0;0;
Z014;Gynaecological examination (general)(routine);1;0;0;
Z015;Diagnostic skin and sensitization tests;1;0;0;
Z016;Radiological examination, not elsewhere classified;1;0;0;
Z017;Laboratory examination;1;0;0;
Z018;Other specified special examinations;1;0;0;
Z019;Special examination, unspecified;1;0;0;
Z02;Examination and encounter for administrative purposes;0;0;0;
Z020;Examination for admission to educational institution;1;0;0;
Z021;Pre-employment examination;1;0;0;
Z022;Examination for admission to residential institutions;1;0;0;
Z023;Examination for recruitment to armed forces;1;0;0;
Z024;Examination for driving licence;1;0;0;
Z025;Examination for participation in sport;1;0;0;
Z026;Examination for insurance purposes;1;0;0;
Z027;Issue of medical certificate;1;0;0;
Z028;Other examinations for administrative purposes;1;0;0;
Z029;Examination for administrative purposes, unspecified;1;0;0;
Z03;Medical observation and evaluation for suspected diseases and conditions, ruled out;0;0;0;
Z030;Observation for suspected tuberculosis;1;0;0;
Z031;Observation for suspected malignant neoplasm;1;0;0;
Z032;Observation for suspected mental and behavioural disorders;1;0;0;
Z033;Observation for suspected nervous system disorder;1;0;0;
Z034;Observation for suspected myocardial infarction;1;0;0;
Z035;Observation for other suspected cardiovascular diseases;1;0;0;
Z036;Observation for suspected toxic effect from ingested substance;1;0;0;
Z038;Observation for other suspected diseases and conditions;1;0;0;
Z039;Observation for suspected disease or condition, unspecified;1;0;0;
Z04;Examination and observation for other reasons;0;0;0;
Z040;Blood-alcohol and blood-drug test;1;0;0;
Z041;Examination and observation following transport accident;1;0;0;
Z042;Examination and observation following work accident;1;0;0;
Z043;Examination and observation following other accident;1;0;0;
Z044;Examination and observation following alleged rape and seduction;1;0;0;
Z045;Examination and observation following other inflicted injury;1;0;0;
Z046;General psychiatric examination, requested by authority;1;0;0;
Z048;Examination and observation for other specified reasons;1;0;0;
Z049;Examination and observation for unspecified reason;1;0;0;
Z08;Follow-up examination after treatment for malignant neoplasms;0;0;0;
Z080;Follow-up examination after surgery for malignant neoplasm;1;0;0;
Z081;Follow-up examination after radiotherapy for malignant neoplasm;1;0;0;
Z082;Follow-up examination after chemotherapy for malignant neoplasm;1;0;0;
Z087;Follow-up examination after combined treatment for malignant neoplasm;1;0;0;
Z088;Follow-up examination after other treatment for malignant neoplasm;1;0;0;
Z089;Follow-up examination after unspecified treatment for malignant neoplasm;1;0;0;
Z09;Follow-up examination after treatment for conditions other than malignant neoplasms;0;0;0;
Z090;Follow-up examination after surgery for other conditions;1;0;0;
Z091;Follow-up examination after radiotherapy for other conditions;1;0;0;
Z092;Follow-up examination after chemotherapy for other conditions;1;0;0;
Z093;Follow-up examination after psychotherapy;1;0;0;
Z094;Follow-up examination after treatment of fracture;1;0;0;
Z097;Follow-up examination after combined treatment for other conditions;1;0;0;
Z098;Follow-up examination after other treatment for other conditions;1;0;0;
Z099;Follow-up examination after unspecified treatment for other conditions;1;0;0;
Z10;Routine general health check-up of defined subpopulation;0;0;0;
Z100;Occupational health examination;1;0;0;
Z101;Routine general health check-up of inhabitants of institutions;1;0;0;
Z102;Routine general health check-up of armed forces;1;0;0;
Z103;Routine general health check-up of sports teams;1;0;0;
Z108;Routine general health check-up of other defined subpopulations;1;0;0;
Z11;Special screening examination for infectious and parasitic diseases;0;0;0;
Z110;Special screening examination for intestinal infectious diseases;1;0;0;
Z111;Special screening examination for respiratory tuberculosis;1;0;0;
Z112;Special screening examination for other bacterial diseases;1;0;0;
Z113;Special screening examination for infections with a predominantly sexual mode of transmission;1;0;0;
Z114;Special screening examination for human immunodeficiency virus [HIV];1;0;0;
Z115;Special screening examination for other viral diseases;1;0;0;
Z116;Special screening examination for other protozoal diseases and helminthiases;1;0;0;
Z118;Special screening examination for other infectious and parasitic diseases;1;0;0;
Z119;Special screening examination for infectious and parasitic diseases, unspecified;1;0;0;
Z12;Special screening examination for neoplasms;0;0;0;
Z120;Special screening examination for neoplasm of stomach;1;0;0;
Z121;Special screening examination for neoplasm of intestinal tract;1;0;0;
Z122;Special screening examination for neoplasm of respiratory organs;1;0;0;
Z123;Special screening examination for neoplasm of breast;1;0;0;
